the_geom,ATS_Code,Loc_Code,Loc_Name,Managed_by,LCC,PrimaryBui,BIN,BBL,Address,City,BoroNum,State,Zip,GeoDistric,AdiminDist,XCoordinat,YCoordinat
POINT (-73.96009388833619 40.677100765066285),84K333,K333,Explore Exceed Charter School,2,15,K022,3028281,3011480050.0,443 ST MARKS AVENUE,BROOKLYN,3,NY,11238,17,84,995319,185965
POINT (-73.84763330259132 40.684760793545536),27Q210,Q210,J.H.S. 210 Elizabeth Blackwell,1,3,Q210,4188567,4090670001.0,93-11 101 AVENUE,QUEENS,4,NY,11416,27,27,1026508,188790
POINT (-73.75774422782507 40.66903000731157),29Q265,Q265,Excelsior Preparatory High School,1,5,Q420,4280845,4130570056.0,143-10 SPRINGFIELD BOULEVARD,QUEENS,4,NY,11413,29,29,1051454,183115
POINT (-73.83861615842156 40.68006591086798),27Q905,Q905,John Adams Evening Hs M/W,1,8,Q480,4529513,4095220032.0,101-01 ROCKAWAY BOULEVARD,QUEENS,4,NY,11417,27,27,1029012,187084
POINT (-74.09545432158423 40.64118007040311),75R505,R999,Home Instruction - S.I.,1,8,R040,5001823,5000730064.0,91 HENDERSON AVENUE,STATEN ISLAND,5,NY,10301,31,75,957759,172890
POINT (-73.99548605055259 40.680379367129056),15K058,K058,P.S. 058 The Carroll,1,2,K058,3007547,3004490015.0,330 SMITH STREET,BROOKLYN,3,NY,11231,15,15,985502,187157
POINT (-73.95574154732137 40.70554047655992),14K685,K685,El Puente Academy for Peace and Justice,1,5,K778,3060407,3022070002.0,250 HOOPER STREET,BROOKLYN,3,NY,11211,14,14,996521,196327
POINT (-73.75774422782507 40.66903000731157),29Q248,Q248,Queens Preparatory Academy,1,5,Q420,4280845,4130570056.0,143-10 SPRINGFIELD BOULEVARD,QUEENS,4,NY,11413,29,29,1051454,183115
POINT (-73.94446331979061 40.70976526914435),14K449,K449,"Brooklyn Latin School, The",1,5,K049,3070825,3030250001.0,223 GRAHAM AVENUE,BROOKLYN,3,NY,11206,14,14,999647,197868
POINT (-73.90514063510639 40.66876837584904),84K710,K710,Brownsville Collegiate Charter School,2,3,K150,3084012,3037440009.0,364 SACKMAN STREET,BROOKLYN,3,NY,11212,23,84,1010565,182941
POINT (-73.74633003535915 40.698786304799555),29Q243,Q243,Institute for Health Professions at Cambria Heights,1,5,Q490,4238003,4110490001.0,207- 01 116TH  AVENUE,QUEENS,4,NY,11411,29,29,1054589,193965
POINT (-73.90763405663303 40.66694238215308),23K284,K284,"The Gregory Jocko Jackson School of Sports, Art, and Technology",1,15,K284,3326517,3035440135.0,213 OSBORN STREET,BROOKLYN,3,NY,11212,23,23,1009874,182275
POINT (-73.86159439452659 40.75941947894058),84Q380,Q380,Forte Preparatory Academy Charter School,2,3,QAOG,4535511,4017020034.0,32-20 108TH STREET,QUEENS,4,NY,11369,24,84,1022593,215984
POINT (-73.85695639120352 40.68190172527485),27Q064,Q064,P.S. 064 Joseph P. Addabbo,1,2,Q064,4188214,4090530014.0,82-01 101 AVENUE,QUEENS,4,NY,11416,27,27,1023924,187744
POINT (-73.98932934127878 40.717329010237115),02M543,M543,New Design High School,1,5,M445,1005283,1004080030.0,350 GRAND STREET,MANHATTAN,1,NY,10002,2,2,987208,200619
POINT (-73.96964768885069 40.59000058638961),21K216,K216,P.S. 216 Arturo Toscanini,1,2,K216,3195175,3071960001.0,350 AVENUE X,BROOKLYN,3,NY,11223,21,21,992680,154231
POINT (-74.18609659985711 40.52297100737873),31R007,R007,I.S. 007 Elias Bernstein,1,3,R007,5082345,5065440001.0,1270 HUGUENOT AVENUE,STATEN ISLAND,5,NY,10312,31,31,932512,129864
POINT (-73.97760212061675 40.78053612883176),03M334,M334,The Anderson School,1,15,M044,1030178,1011480014.0,100 WEST  77 STREET,MANHATTAN,1,NY,10024,3,3,990453,223648
POINT (-73.91977302940388 40.80908027694775),07X179,X179,P.S. 179,1,2,X040,2000308,2022840034.0,468 EAST 140 STREET,BRONX,2,NY,10454,7,7,1006459,234057
POINT (-73.86877358571518 40.75598322216689),30Q092,Q092,P.S. 092 Harry T. Stewart Sr.,1,2,Q292,4042496,4017140018.0,99-01 34 AVENUE,QUEENS,4,NY,11368,30,30,1020606,214729
POINT (-73.91770502672587 40.82800915261548),09X454,X454,Science and Technology Academy: A Mott Hall School,1,3,X166,2002497,2024460043.0,250 EAST 164 STREET,BRONX,2,NY,10456,9,9,1007025,240954
POINT (-73.8114082743559 40.725280328374346),25Q670,Q670,Robert F. Kennedy Community High School,1,5,Q707,4147452,4068090056.0,75-40 PARSONS BOULEVARD,QUEENS,4,NY,11366,25,25,1036523,203572
POINT (-73.9057516528688 40.812895811874824),07X025,X025,P.S. 025 Bilingual School,1,2,X025,2004772,2026640001.0,811 EAST 149 STREET,BRONX,2,NY,10455,7,7,1010339,235451
POINT (-74.03810362318684 40.6268279407259),20K490,K490,Fort Hamilton High School,1,5,K490,3152318,3060130001.0,8301 SHORE ROAD,BROOKLYN,3,NY,11209,20,20,973673,167649
POINT (-73.89305548673339 40.86109560450523),10X535,X535,Rose Hill Pre-K Center,1,36,X444,2118012,2030260014.0,2512 MARION AVENUE,BRONX,2,NY,10458,10,10,1013832,253016
POINT (-73.94202360849032 40.83163049708787),06M028,M028,P.S. 028 Wright Brothers,1,2,M028,1076739,1021070026.0,475 WEST 155 STREET,MANHATTAN,1,NY,10032,6,6,1000294,242268
POINT (-73.93309977360137 40.635842402692546),22K109,K109,P.S. 109,1,15,K395,3114526,3050220002.0,1001 EAST  45 STREET,BROOKLYN,3,NY,11203,22,22,1002818,170938
POINT (-73.95032148029011 40.62208052305077),22K193,K193,P.S. 193 Gil Hodges,1,2,K193,3208461,3076250001.0,2515 AVENUE L,BROOKLYN,3,NY,11210,22,22,998041,165921
POINT (-74.01396774612951 40.71701026525034),02M289,M289,I.S. 289,1,3,M089,1085459,1000160221.0,201 WARREN STREET,MANHATTAN,1,NY,10282,2,2,980378,200503
POINT (-73.95977730844517 40.765638333909656),02M449,M449,Vanguard High School,1,5,M480,1083343,1014420001.0,317 EAST  67 STREET,MANHATTAN,1,NY,10065,2,2,995392,218222
POINT (-73.91876224677662 40.74045286777926),24Q125,Q125,I.S. 125 Thom J. McCann Woodside,1,3,Q125,4052874,4022840006.0,46-02 47 AVENUE,QUEENS,4,NY,11377,24,24,1006762,209054
POINT (-73.93872703269716 40.7895357223771),04M146,M146,P.S. 146 Ann M. Short,1,2,M146,1052999,1017000001.0,421 EAST 106 STREET,MANHATTAN,1,NY,10029,4,4,1001217,226932
POINT (-73.91116554551344 40.757072206755595),30Q445,Q445,William Cullen Bryant High School,1,5,Q445,4013655,4007380002.0,48-10 31 AVENUE,QUEENS,4,NY,11103,30,30,1008861,215111
POINT (-73.93920511033626 40.61400549031475),22K222,K222,P.S. 222 Katherine R. Snyder,1,2,K222,3212254,3077060001.0,3301 QUENTIN ROAD,BROOKLYN,3,NY,11234,22,22,1001129,162981
POINT (-73.93331670940243 40.74325362705546),24Q520,Q520,Middle College High School at LaGuardia Community College,1,5,Q520,4003534,4002490001.0,45-35 VAN DAM STREET,QUEENS,4,NY,11101,24,24,1002728,210071
POINT (-73.76108612417796 40.59348092571062),27Q043,Q043,P.S. 043,1,15,Q043,4467711,4158200001.0,160 BEACH  29 STREET,QUEENS,4,NY,11691,27,27,1050602,155588
POINT (-73.93938556374083 40.708804784874985),14K582,K582,M.S. 582,1,3,K196,3071024,3030460001.0,207 BUSHWICK AVENUE,BROOKLYN,3,NY,11206,14,14,1001055,197519
POINT (-73.94845336935857 40.59687699069488),22K206,K206,P.S. 206 Joseph F Lamb,1,15,K206,3201080,3073810201.0,2200 GRAVESEND NECK ROAD,BROOKLYN,3,NY,11229,22,22,998565,156739
POINT (-73.94429943801116 40.81523742375744),05M670,M670,Thurgood Marshall Academy for Learning and Social Change,1,4,M970,1058843,1019400035.0,200-214 WEST 135TH STREET,MANHATTAN,1,NY,10030,5,5,999668,236295
POINT (-73.95155903434858 40.673943741705735),17K138,K138,P.S. 138 Brooklyn,1,15,K138,3330795,3012330026.0,760 PROSPECT PLACE,BROOKLYN,3,NY,11216,17,17,997687,184816
POINT (-73.98560851538745 40.77489148390433),03M299,M299,The Maxine Greene HS for Imaginative Inquiry,1,5,M490,1030343,1011570025.0,122 AMSTERDAM AVENUE,MANHATTAN,1,NY,10023,3,3,988236,221591
POINT (-73.9964986555635 40.75875874225772),84M358,M358,Success Academy Charter School - Hudson Yards,2,2,MBMO,1089722,1010697501.0,500 West 41 Street,MANHATTAN,1,NY,10036,2,84,985220,215713
POINT (-73.90749484843356 40.858286532188224),10X091,X091,P.S. 091 Bronx,1,2,X091,2014505,2032080001.0,2200 AQUEDUCT AVENUE,BRONX,2,NY,10453,10,10,1009839,251988
POINT (-74.18254837887032 40.54343384401466),31R036,R036,P.S. 036 J. C. Drumgoole,1,2,R036,5107742,5062620012.0,255 IONIA AVENUE,STATEN ISLAND,5,NY,10312,31,31,933514,137317
POINT (-73.98866709396397 40.68721886924851),15K261,K261,P.S. 261 Philip Livingston,1,2,K261,3001070,3001880014.0,314 PACIFIC STREET,BROOKLYN,3,NY,11201,15,15,987393,189649
POINT (-73.98631383578876 40.593028549309324),21K337,K337,International High School at Lafayette,1,5,K400,3186454,3068830001.0,2630 BENSON AVENUE,BROOKLYN,3,NY,11214,21,21,988051,155333
POINT (-73.82531710676035 40.586012619439614),84Q373,Q373,New Visions Charter High School for the Humanities IV,2,5,Q410,4303773,4161670099.0,100-00 BEACH CHANNEL DRIVE,QUEENS,4,NY,11694,27,84,1032769,152825
POINT (-73.8276421225647 40.831829172089165),75M501,M501,Home Instruction,1,7,X953,2079386,2055310021.0,3450 EAST TREMONT AVENUE,BRONX,2,NY,10465,8,75,1031947,242382
POINT (-73.76399583092031 40.60153746031301),27Q282,Q282,Knowledge and Power Preparatory Academy VI,1,3,Q465,4300730,4157360001.0,8-21 BAY 25 STREET,QUEENS,4,NY,11691,27,27,1049786,158521
POINT (-73.87416212874126 40.82498909546543),08X337,X337,The School for Inquiry and Social Justice,1,3,X123,2087014,2037180001.0,1025 MORRISON AVENUE,BRONX,2,NY,10472,8,8,1019077,239868
POINT (-73.8887751471054 40.65787066129834),84K807,K807,Collegiate Academy for Math and Personal Awareness Charter School,2,3,KAMH,3327431,3043480001.0,1962-84 LINDEN BLVD.,BROOKLYN,3,NY,11207,19,84,1015110,178976
POINT (-73.77187843157985 40.756562195335505),26Q158,Q158,M.S. 158 Marie Curie,1,3,Q158,4438325,4073120001.0,46-35 OCEANIA STREET,QUEENS,4,NY,11361,26,26,1047450,214995
POINT (-73.98242483598764 40.635100215154054),20K609,K609,Urban Assembly School for Criminal Justice,1,4,K223,3125676,3053620021.0,4200 16 AVENUE,BROOKLYN,3,NY,11204,20,20,989128,170661
POINT (-74.02849202462305 40.61807758509075),20K104,K104,P.S./I.S. 104 The Fort Hamilton School,1,15,K104,3154775,3060880001.0,9115 5 AVENUE,BROOKLYN,3,NY,11209,20,20,976340,164460
POINT (-73.89296193484303 40.820388716361315),08X269,X269,Bronx Studio School for Writers and Artists,1,4,X392,2005763,2027230033.0,928 SIMPSON STREET,BRONX,2,NY,10459,8,8,1013876,238185
POINT (-73.81301102195755 40.73654195320848),25Q201,Q201,P.S. 201 The Discovery School for Inquiry and Research,1,2,Q201,4146992,4.0679201E+9,65-11 155 STREET,QUEENS,4,NY,11367,25,25,1036070,207674
POINT (-73.8276421225647 40.831829172089165),75M401,M401,Hospital Schools,1,7,X953,2079386,2055310021.0,3450 EAST TREMONT AVENUE,BRONX,2,NY,10465,8,75,1031947,242382
POINT (-73.92269780299335 40.81636951312734),07X018,X018,P.S. 018 John Peter Zenger,1,2,X018,2000816,2023240008.0,502 MORRIS AVENUE,BRONX,2,NY,10451,7,7,1005647,236712
POINT (-73.9571732973207 40.64960251926943),17K539,K539,High School for Service & Learning at Erasmus,1,5,K465,3336215,3051030010.0,911 FLATBUSH AVENUE,BROOKLYN,3,NY,11226,17,17,996134,175947
POINT (-73.92252749339443 40.82301436419),07X359,X359,Concourse Village Elementary School,1,2,X156,2002454,2024430079.0,750 CONCOURSE VILLAGE WEST,BRONX,2,NY,10451,7,7,1005692,239133
POINT (-73.75269476266097 40.698940140380884),29Q136,Q136,P.S. 136 Roy Wilkins,1,2,Q136,4236757,4110180021.0,201-15 115 AVENUE,QUEENS,4,NY,11412,29,29,1052824,194016
POINT (-73.85571573632966 40.75539395440784),24Q143,Q143,P.S. 143 Louis Armstrong,1,2,Q143,4043827,4017560025.0,34-74 113 STREET,QUEENS,4,NY,11368,24,24,1024224,214520
POINT (-73.92114892626671 40.806380417133894),84X394,X394,Mott Haven Academy Charter School,2,15,XASK,2000023,0.0,170 BROWN PLACE,BRONX,2,NY,10454,7,84,1006079,233073
POINT (-73.92085134892707 40.81361256007637),07X223,X223,The Laboratory School of Finance and Technology: X223,1,4,X149,2097038,2023060054.0,360 EAST 145 STREET,BRONX,2,NY,10454,7,7,1006159,235708
POINT (-73.90538936502955 40.818703345967954),07X379,X379,Jill Chaifetz Transfer High School,1,5,X184,2004690,2026550030.0,778 FOREST AVENUE,BRONX,2,NY,10456,7,7,1010437,237567
POINT (-73.90843625044538 40.6340056129684),18K276,K276,P.S. 276 Louis Marshall,1,2,K276,3225637,3080340001.0,1070 EAST  83 STREET,BROOKLYN,3,NY,11236,18,18,1009664,170275
POINT (-73.91587905206671 40.840400213489076),09X294,X294,The Walton Avenue School,1,2,X064,2008098,2028430040.0,1425 WALTON AVENUE,BRONX,2,NY,10452,9,9,1007526,245469
POINT (-73.8951223739207 40.66686852615273),19K510,K510,World Academy for Total Community Health High School,1,5,K435,3084440,3037880001.0,400 PENNSYLVANIA AVENUE,BROOKLYN,3,NY,11207,19,19,1013345,182252
POINT (-73.91350834609858 40.65961838598597),23K668,K668,Riverdale Avenue Middle School,1,3,K183,3082253,3035970011.0,76 RIVERDALE AVENUE,BROOKLYN,3,NY,11212,23,23,1008247,179605
POINT (-73.95404727358938 40.58389371351484),21K098,K098,I.S. 98 Bay Academy,1,3,K043,3246958,3087670026.0,1401 EMMONS AVENUE,BROOKLYN,3,NY,11235,21,21,997014,152008
POINT (-73.94195581158442 40.79336354903443),04M083,M083,P.S. 083 Luis Munoz Rivera,1,2,M083,1052436,1016590012.0,219 EAST 109 STREET,MANHATTAN,1,NY,10029,4,4,1000322,228326
POINT (-73.99284111653192 40.70070974149819),13K008,K008,P.S. 008 Robert Fulton,1,15,K008,3001540,3002110001.0,37 HICKS STREET,BROOKLYN,3,NY,11201,13,13,986235,194564
POINT (-73.89092630471825 40.81690924749164),79X966,X966,ALC - BRONX EDUCATIONAL CENTER,1,8,X988,2005939,2027390015.0,1231 LAFAYETTE AVENUE,BRONX,2,NY,10474,8,79,1014441,236918
POINT (-73.79097561036743 40.69355941474346),28Q312,Q312,Jamaica Children's School,1,2,Q040,4263341,4121510001.0,109-20 UNION HALL STREET,QUEENS,4,NY,11433,28,28,1042214,192028
POINT (-73.8933196816183 40.67160161200728),19K292,K292,J.H.S. 292 Margaret S. Douglas,1,3,K292,3083931,3037400001.0,301 VERMONT STREET,BROOKLYN,3,NY,11207,19,19,1013843,183977
POINT (-73.91521754525206 40.69587539404166),84K733,K733,"Math, Engineering, and Science Academy Charter High School",2,5,K291,3076460,3033430001.0,231 PALMETTO STREET,BROOKLYN,3,NY,11221,32,84,1007760,192814
POINT (-73.9744838426242 40.786134738338454),03M402,M402,The Urban Assembly School for Green Careers,1,5,M470,1032128,1012150001.0,145 WEST  84 STREET,MANHATTAN,1,NY,10024,3,3,991316,225688
POINT (-73.96873301048007 40.58262780525356),21K410,K410,Abraham Lincoln High School,1,5,K410,3196293,3072540001.0,2800 OCEAN PARKWAY,BROOKLYN,3,NY,11235,21,21,992935,151545
POINT (-74.00230872436134 40.61304165272225),20K920,K920,New Utrecht Evening Hs M/W,1,8,K445,3162711,3062710001.0,1601 80 STREET,BROOKLYN,3,NY,11214,20,20,983609,162624
POINT (-73.81858113021934 40.77413474371112),25Q021,Q021,P.S. 021 Edward Hart,1,2,Q021,4108665,4048030001.0,147-36 26 AVENUE,QUEENS,4,NY,11354,25,25,1034498,221367
POINT (-73.91043034922114 40.68642426669428),32K045,K045,P.S./I.S. 045 Horace E. Greene,1,15,K045,3079428,3034270011.0,84 SCHAEFER STREET,BROOKLYN,3,NY,11207,32,32,1009091,189372
POINT (-73.95977730844517 40.765638333909656),02M225,M225,Ella Baker School,1,15,M480,1083343,1014420001.0,317 EAST  67 STREET,MANHATTAN,1,NY,10065,2,2,995392,218222
POINT (-73.73561808590347 40.65264154004744),29Q195,Q195,P.S. 195 William Haberle,1,2,Q195,4290116,4136550001.0,253-50 149 AVENUE,QUEENS,4,NY,11422,29,29,1057610,177162
POINT (-73.94898295514956 40.63895764586238),84K790,K790,Central Brooklyn Ascend Charter School,2,2,KAJY,3328294,3052160069.0,465 EAST  29 STREET,BROOKLYN,3,NY,11210,22,84,998409,172070
POINT (-73.89860741723517 40.64596464069101),18K635,K635,Olympus Academy,1,5,K242,3229773,3081880001.0,755 EAST  100 STREET,BROOKLYN,3,NY,11236,19,18,1012387,174635
POINT (-73.93928207408084 40.67590592171621),17K122,K122,Pathways in Technology Early College High School (P-Tech),1,5,K625,3030553,3012160046.0,150 ALBANY AVENUE,BROOKLYN,3,NY,11213,17,17,1001092,185533
POINT (-73.96847066707113 40.795163415633546),03M163,M163,P.S. 163 Alfred E. Smith,1,2,M163,1055908,1018520099.0,163 WEST  97 STREET,MANHATTAN,1,NY,10025,3,3,992980,228978
POINT (-73.9571732973207 40.64960251926943),17K382,K382,Academy for College Preparation and Career Exploration: A College Board School,1,4,K465,3336215,3051030010.0,911 FLATBUSH AVENUE,BROOKLYN,3,NY,11226,17,17,996134,175947
POINT (-73.78640314006421 40.696910625187286),28Q287,Q287,The Emerson School,1,3,Q008,4216655,4101780001.0,108-35 167 STREET,QUEENS,4,NY,11433,28,28,1043479,193252
POINT (-73.89824951728612 40.667985714915545),19K328,K328,P.S. 328 Phyllis Wheatley,1,2,K328,3084283,3037680001.0,330 ALABAMA AVENUE,BROOKLYN,3,NY,11207,19,19,1012477,182658
POINT (-73.83958399261854 40.83977588386207),08X558,X558,Westchester Square Academy,1,5,X405,2074045,2053680001.0,3000 EAST TREMONT AVENUE,BRONX,2,NY,10461,11,8,1028637,245271
POINT (-73.9534803476449 40.64835220828156),17K246,K246,M.S. 246 Walt Whitman,1,3,K246,3117381,3051100025.0,72 VERONICA PLACE,BROOKLYN,3,NY,11226,17,17,997159,175492
POINT (-73.91082720992736 40.85072200867045),10X331,X331,The Bronx School of Young Leaders,1,3,X306,2098721,2028620014.0,40 WEST TREMONT AVENUE,BRONX,2,NY,10453,10,10,1008920,249231
POINT (-73.99031825140897 40.76365501054391),02M139,M139,Stephen T. Mather Building Arts & Craftsmanship High School,1,5,M625,1026646,1010590015.0,439 WEST 49TH STREET,MANHATTAN,1,NY,10019,2,2,986932,217497
POINT (-73.9119066167207 40.832648926333725),09X053,X053,P.S. 053 Basheer Quisim,1,2,X053,2002299,2024350075.0,360 EAST 168 STREET,BRONX,2,NY,10456,9,9,1008628,242646
POINT (-73.90170925246642 40.81774236011555),08X130,X130,P.S. 130 Abram Stevens Hewitt,1,2,X130,2005168,2026880001.0,750 PROSPECT AVENUE,BRONX,2,NY,10455,8,8,1011456,237218
POINT (-73.90376464276679 40.857932159221654),84X598,X598,KIPP Freedom Charter School,2,2,X859,2014062,2031860049.0,2246 JEROME AVENUE,BRONX,2,NY,10453,10,84,1010871,251860
POINT (-74.15934313136701 40.58195887963255),31R063,R063,Marsh Avenue School for Expeditionary Learning,1,3,R043,5149609,5024500320.0,100 ESSEX DRIVE,STATEN ISLAND,5,NY,10314,31,31,939989,151340
POINT (-73.89410826456289 40.769798893227495),30Q002,Q002,P.S. 002 Alfred Zimberg,1,2,Q002,4021375,4009710001.0,75-10 21 AVENUE,QUEENS,4,NY,11370,30,30,1013581,219753
POINT (-73.798272831916 40.70837499911154),28Q358,Q358,M.S. 358,1,3,Q314,4310514,4098130033.0,88-08 164TH STREET,QUEENS,4,NY,11432,28,28,1040178,197421
POINT (-73.79432386609346 40.76545902345106),25Q032,Q032,P.S. 032 State Street,1,2,Q032,4118954,4052560001.0,171-11 35 AVENUE,QUEENS,4,NY,11358,25,25,1041224,218221
POINT (-73.90296906884336 40.84325006305926),09X525,X525,Bronx Leadership Academy High School,1,5,X876,2094564,2028980001.0,1710 WEBSTER AVENUE,BRONX,2,NY,10457,9,9,1011097,246511
POINT (-73.9438390763322 40.65867103078409),17K745,K745,Brooklyn Institute for Liberal Arts,1,5,K470,3107227,3048110001.0,600 KINGSTON AVENUE,BROOKLYN,3,NY,11203,17,17,999832,179253
POINT (-74.01894170739673 40.68949328305494),02M551,M551,Urban Assembly New York Harbor School,1,5,M877,1086340,1000010010.0,"10 SOUTH STREET, SLIP 7",MANHATTAN,1,NY,10004,2,2,978997,190478
POINT (-73.91317086630748 40.69736976716202),32K554,K554,All City Leadership Secondary School,1,4,K554,3413715,3033440136.0,321 PALMETTO STREET,BROOKLYN,3,NY,11237,32,32,1008327,193359
POINT (-73.95572213108925 40.810793182580056),84M726,M726,KIPP STAR College Prep Charter School,2,7,M125,1059526,1019640012.0,433 WEST 123 STREET,MANHATTAN,1,NY,10027,5,84,996507,234674
POINT (-73.88387752125671 40.85016830058232),75X188,X188,P.S. X188,1,7,X034,2000000,2031000014.0,770 GROTE STREET,BRONX,2,NY,10460,10,75,1016376,249038
POINT (-73.96581070868577 40.62991980449843),22K853,K853,The Joan Snow Pre-K Center,1,36,K765,3178893,3066860052.0,1139 CONEY ISLAND AVENUE,BROOKLYN,3,NY,11230,22,22,993740,168775
POINT (-73.92304402958702 40.766898703588154),30Q234,Q234,P.S. 234,1,2,Q234,4007619,4005920015.0,30-15 29 STREET,QUEENS,4,NY,11102,30,30,1005567,218688
POINT (-73.9368400443645 40.856239568665),06M187,M187,P.S./I.S. 187 Hudson Cliffs,1,15,M187,1064371,1021790365.0,349 CABRINI BOULEVARD,MANHATTAN,1,NY,10040,6,6,1001722,251235
POINT (-73.93286842269944 40.794184778322176),04M435,M435,Manhattan Center for Science and Mathematics,1,5,M435,1053152,1017130001.0,260 PLEASANT AVENUE,MANHATTAN,1,NY,10029,4,4,1002838,228627
POINT (-73.90569770641883 40.881562844213185),10X007,X007,Milton Fein School,1,2,X007,2083564,2057560195.0,3201 KINGSBRIDGE AVENUE,BRONX,2,NY,10463,10,10,1010327,260469
POINT (-73.93892174180627 40.71113484386951),14K478,K478,"The High School for Enterprise, Business and Technology",1,5,K450,3325733,3030160001.0,850 GRAND STREET,BROOKLYN,3,NY,11211,14,14,1001183,198368
POINT (-73.9387145497677 40.80701963535589),79M992,M992,ALC - Choir Academy,1,8,M501,1054156,1017520022.0,2005 MADISON AVENUE,MANHATTAN,1,NY,10035,5,79,1001216,233302
POINT (-73.9151067164378 40.678124871096806),23K522,K522,Mott Hall IV,1,3,K271,3042157,3015500001.0,1137 HERKIMER STREET,BROOKLYN,3,NY,11233,23,23,1007797,186347
